gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureGroup,EngagementScore,churn_prob,risk_band,recommended_action,top_drivers
Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,0-1yr,3,0.5266455717598647,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,2-4yr,1,0.02958029617655526,Low,No offer; monitor,Low service engagement
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,0-1yr,3,0.7103088387860842,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,2-4yr,0,0.007370314000825274,Low,No offer; monitor,Low service engagement
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,2-4yr,2,0.30014566552136074,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,4-6yr,3,0.25503707092628825,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,0-1yr,0,0.1646131430230745,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,0-1yr,0,0.7625112945538537,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,0-1yr,1,0.20527820328728358,Low,No offer; monitor,Month-to-month contract; Low service engagement
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0-1yr,0,0.1615272326904782,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,2-4yr,3,0.09801945772850712,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,2-4yr,1,0.5997971626185514,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,4-6yr,0,0.00514006728916048,Low,No offer; monitor,Low service engagement
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0-1yr,0,0.20409265755325928,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,4-6yr,4,0.07106211930049307,Low,No offer; monitor,Electronic check payment
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,1-2yr,1,0.6694531787591227,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,2-4yr,5,0.28959939910754234,Low,No offer; monitor,Month-to-month contract
Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,4-6yr,1,0.007181837343338729,Low,No offer; monitor,Low service engagement
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,0-1yr,1,0.7212741144787053,High,Priority retention offer + contract/autopay push,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,0-1yr,0,0.4345698637315687,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,2-4yr,0,0.013017068780422168,Low,No offer; monitor,Low service engagement
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,1-2yr,1,0.27662534100779984,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low service engagement
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,4-6yr,0,0.0032816225031136966,Low,No offer; monitor,Low service engagement
Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,4-6yr,0,0.0067045293881178815,Low,No offer; monitor,Low service engagement
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,0-1yr,0,0.7000667909952215,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,4-6yr,6,0.017521337216138286,Low,No offer; monitor,High monthly charges
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,0-1yr,3,0.3307616043414263,Low,No offer; monitor,Month-to-month contract; Electronic check payment
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,4-6yr,3,0.12512869108589045,Low,No offer; monitor,Fiber optic internet; High monthly charges
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,4-6yr,2,0.07921818637117163,Low,No offer; monitor,Fiber optic internet; High monthly charges
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,4-6yr,0,0.0048262580337690925,Low,No offer; monitor,Low service engagement
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,4-6yr,4,0.03711419564668176,Low,No offer; monitor,Fiber optic internet; High monthly charges
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0-1yr,0,0.10312625524802817,Low,No offer; monitor,Low tenure (early lifecycle); Low service engagement
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,0-1yr,0,0.5317986750139655,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,2-4yr,3,0.06605041547889176,Low,No offer; monitor,No dominant driver flagged
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,1-2yr,4,0.17283828832475343,Low,No offer; monitor,Month-to-month contract
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0-1yr,3,0.4614926513678619,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Electronic check payment
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,0-1yr,2,0.6836533099838186,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,4-6yr,5,0.12188301005781167,Low,No offer; monitor,Fiber optic internet; High monthly charges
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,4-6yr,6,0.014814535044319364,Low,No offer; monitor,Electronic check payment; High monthly charges
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0-1yr,0,0.14859042457600502,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,1-2yr,1,0.48117177887011936,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,1-2yr,1,0.5020680159763518,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; High monthly charges
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,1-2yr,0,0.025462149290569117,Low,No offer; monitor,Low service engagement
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,1-2yr,3,0.036767995396920626,Low,No offer; monitor,No dominant driver flagged
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0-1yr,0,0.051562661814386665,Low,No offer; monitor,Low service engagement
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,1-2yr,2,0.19988646105181626,Low,No offer; monitor,Month-to-month contract; Electronic check payment
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1-2yr,1,0.35458764925934044,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0-1yr,0,0.7178488182884363,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,4-6yr,4,0.03698632568065843,Low,No offer; monitor,No dominant driver flagged
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0-1yr,0,0.06189652310054658,Low,No offer; monitor,Low service engagement
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,4-6yr,0,0.0027963699190872494,Low,No offer; monitor,Low service engagement
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,0-1yr,0,0.6323779932970818,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,4-6yr,6,0.016421559768688355,Low,No offer; monitor,High monthly charges
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,4-6yr,3,0.22820988449823967,Low,No offer; monitor,Month-to-month contract; Electronic check payment
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,1-2yr,0,0.09624486579655589,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low service engagement
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,2-4yr,3,0.07420736253241972,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,0-1yr,4,0.7972379371446858,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,1-2yr,5,0.0519517575953066,Low,No offer; monitor,High monthly charges
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,4-6yr,3,0.25683657349740946,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,2-4yr,0,0.026325556162076057,Low,No offer; monitor,Low service engagement
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,2-4yr,0,0.08189708877939707,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low service engagement
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,1-2yr,0,0.5536651296424802,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Low service engagement
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,0-1yr,1,0.47791972697462826,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Low service engagement
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,1-2yr,4,0.5747769321693,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; High monthly charges
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,4-6yr,0,0.01249119011422945,Low,No offer; monitor,Low service engagement
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,0-1yr,1,0.48541808914092627,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,0-1yr,0,0.3645040924344666,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,0-1yr,1,0.6343704733461919,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; High monthly charges
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,2-4yr,4,0.06304011087512124,Low,No offer; monitor,No dominant driver flagged
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,1-2yr,2,0.4995292370561137,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,0-1yr,0,0.6775277100412936,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,1-2yr,1,0.16321168047320836,Low,No offer; monitor,Month-to-month contract; Low service engagement
Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0-1yr,1,0.4766258711863162,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,1-2yr,0,0.06693904695750173,Low,No offer; monitor,Electronic check payment; Low service engagement
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,2-4yr,1,0.09581006757268234,Low,No offer; monitor,Month-to-month contract; Low service engagement
Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,2-4yr,3,0.04300731286531217,Low,No offer; monitor,No dominant driver flagged
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,0-1yr,3,0.6926912023582946,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,4-6yr,0,0.0026816253703109616,Low,No offer; monitor,Low service engagement
